year,cause,State Name,State FIPS,Population,Deaths,Crude Rate,Age Adjusted Rate,YPLL,YPLL Crude Rate,YPLL Age-Adjusted Rate
2014,homicide,Arizona,4,6732873,224,3.33,3.49,6894,121.54,122.61
2013,homicide,West Virginia,54,1854768,50,2.7,2.73,1243,81,84.85
2013,homicide,Florida,12,19551678,843,4.31,4.57,26910,169.08,172.29
2013,homicide,Illinois,17,12895778,592,4.59,4.66,21548,193.35,193.88
2013,homicide,Minnesota,27,5414722,80,1.48,1.47,2570,55.13,55.07
2013,homicide,Maryland,24,5925197,313,5.28,5.41,10899,212.37,215.67
2013,homicide,Rhode Island,44,1055560,19,1.8,1.76,675,75.62,71.14
2013,homicide,Idaho,16,1612053,17,1.06,1.12,527,37.9,39.95
2013,homicide,New Hampshire,33,1327272,10,0.75,0.81,339,30.17,32.36
2013,homicide,North Carolina,37,9846717,419,4.26,4.35,13235,156.74,160.02
2013,homicide,Vermont,50,626603,--,--,--,.,.,18.12
2013,homicide,Connecticut,9,3595792,69,1.92,2,2437,80.02,83.01
2013,homicide,Delaware,10,924062,39,4.22,4.37,1296,166.89,169.31
2013,homicide,New Mexico,35,2092833,96,4.59,4.79,3013,168.62,173.83
2013,homicide,California,6,38253768,1409,3.68,3.61,47266,141.15,137.6
2013,homicide,New Jersey,34,8857821,303,3.42,3.63,10713,141.49,148.65
2013,homicide,Wisconsin,55,5738012,122,2.13,2.19,4011,81.97,84.26
2013,homicide,Oregon,41,3924110,61,1.55,1.57,1645,49.53,50.94
2013,homicide,Nebraska,31,1865813,52,2.79,2.84,1577,98.41,99.27
2013,homicide,Pennsylvania,42,12779538,503,3.94,4.22,16686,156.06,161.53
2013,homicide,Washington,53,6966252,135,1.94,1.92,4210,69.91,69.27
2013,homicide,Louisiana,22,4626040,452,9.77,9.86,15480,385.93,384.49
2013,homicide,Georgia,13,9975592,486,4.87,4.89,14925,169.96,172.4
2013,homicide,Alabama,1,4831586,324,6.71,7.01,10061,244.68,250.5
2013,homicide,Utah,49,2898773,38,1.31,1.39,1149,43.91,44.87
2013,homicide,Ohio,39,11579692,460,3.97,4.2,15874,161.52,166.39
2013,homicide,Texas,48,26479646,940,3.55,3.53,29007,123.31,123.05
2013,homicide,Colorado,8,5270774,114,2.16,2.16,3430,74.13,75.66
2013,homicide,South Carolina,45,4766469,254,5.33,5.54,7816,193.52,198.91
2013,homicide,Oklahoma,40,3853891,179,4.65,4.85,5410,163.63,166.22
2013,homicide,Tennessee,47,6496943,316,4.86,4.98,10132,182.67,187.45
2013,homicide,Wyoming,56,582620,--,--,--,.,.,46.61
2013,homicide,Hawaii,15,1408822,--,--,--,.,.,21.84
2013,homicide,North Dakota,38,723149,--,--,--,.,.,29.16
2013,homicide,Kentucky,21,4406906,142,3.22,3.28,4219,111.82,114.45
2013,homicide,Maine,23,1328543,17,1.28,1.13,293,26.79,26.84
2013,homicide,New York,36,19626488,392,2,1.98,12981,77.35,75.41
2013,homicide,Nevada,32,2776956,92,3.31,3.34,2572,107.33,108.9
2013,homicide,Alaska,2,737626,19,2.58,2.28,594,88.47,83.62
2013,homicide,Michigan,26,9914802,500,5.04,5.33,15987,189.71,197.72
2013,homicide,Arkansas,5,2960459,154,5.2,5.36,4689,187.05,190.21
2013,homicide,Mississippi,28,2989839,217,7.26,7.47,6886,267.39,270.87
2013,homicide,Missouri,29,6042989,298,4.93,5.15,9837,191.57,195.49
2013,homicide,Montana,30,1014158,21,2.07,2.31,564,66.29,71.92
2013,homicide,Kansas,20,2894306,82,2.83,2.88,2666,107.07,106.72
2013,homicide,Indiana,18,6570575,313,4.76,4.92,10829,191.47,193.77
2013,homicide,South Dakota,46,842751,--,--,--,.,.,34.45
2013,homicide,Massachusetts,25,6715158,97,1.44,1.44,3521,61.5,59.06
2013,homicide,Virginia,51,8255861,242,2.93,2.91,7408,103.6,103.92
2013,homicide,District of Colu,11,651559,65,9.98,7.64,2391,414.69,317.01
2013,homicide,Iowa,19,3093935,26,0.84,0.98,811,31.01,34.55
2013,homicide,Arizona,4,6634690,258,3.89,4.03,7918,140.87,141.98
2012,homicide,West Virginia,54,1857446,75,4.04,4.51,2196,142.08,157.22
2012,homicide,Florida,12,19302016,886,4.59,4.83,26838,169.92,174.21
2012,homicide,Illinois,17,12883029,659,5.12,5.14,24116,215.69,215.87
2012,homicide,Minnesota,27,5377500,66,1.23,1.22,2113,45.45,46.14
2012,homicide,Maryland,24,5888375,312,5.3,5.44,10720,209.22,216.05
2012,homicide,Rhode Island,44,1054893,16,1.52,1.58,580,64.75,63.72
2012,homicide,Idaho,16,1595910,22,1.38,1.41,507,36.64,39.55
2012,homicide,New Hampshire,33,1324677,14,1.06,1.03,266,23.54,25.71
2012,homicide,North Carolina,37,9751810,429,4.4,4.41,13235,157.44,159.17
2012,homicide,Vermont,50,626361,--,--,--,.,.,22.93
2012,homicide,Connecticut,9,3595211,114,3.17,3.41,4326,141.4,152.07
2012,homicide,Delaware,10,915518,50,5.46,5.67,1688,217.89,219.81
2012,homicide,New Mexico,35,2087715,88,4.22,4.38,2655,148.05,151.68
2012,homicide,California,6,37944551,1474,3.89,3.79,50443,151.23,147.44
2012,homicide,New Jersey,34,8845671,282,3.19,3.41,9805,129.16,136.82
2012,homicide,Wisconsin,55,5720825,132,2.31,2.43,4438,90.56,94.67
2012,homicide,Oregon,41,3900102,65,1.67,1.65,1948,58.65,59.22
2012,homicide,Nebraska,31,1853691,46,2.48,2.6,1606,100.61,103.28
2012,homicide,Pennsylvania,42,12769123,565,4.43,4.66,19473,181.52,185.49
2012,homicide,Washington,53,6898599,143,2.07,2.09,4308,71.87,72.91
2012,homicide,Louisiana,22,4602067,431,9.37,9.43,15093,376.77,374.62
2012,homicide,Georgia,13,9903580,494,4.99,4.9,15670,178.79,179.78
2012,homicide,Alabama,1,4816632,308,6.4,6.58,9734,236.35,241.39
2012,homicide,Utah,49,2854146,33,1.16,1.19,1054,40.8,41.39
2012,homicide,Ohio,39,11550971,453,3.92,4.16,15058,152.92,160.33
2012,homicide,Texas,48,26084120,922,3.54,3.5,29229,125.74,125.01
2012,homicide,Colorado,8,5193660,121,2.33,2.29,3888,84.85,84.62
2012,homicide,South Carolina,45,4719027,279,5.91,6.04,8729,216.97,218.99
2012,homicide,Oklahoma,40,3819320,191,5,5.14,5909,179.85,182.8
2012,homicide,Tennessee,47,6455752,330,5.11,5.2,10611,191.58,195.7
2012,homicide,Wyoming,56,576656,--,--,--,.,.,36.51
2012,homicide,Hawaii,15,1395199,--,--,--,.,.,16.33
2012,homicide,North Dakota,38,702227,--,--,--,.,.,51.13
2012,homicide,Kentucky,21,4387865,168,3.83,4.01,4894,129.7,136.03
2012,homicide,Maine,23,1328094,17,1.28,1.36,478,43.37,46.28
2012,homicide,New York,36,19574362,455,2.32,2.31,16311,97.05,94.59
2012,homicide,Nevada,32,2744670,83,3.02,3.12,2530,106.14,109.36
2012,homicide,Alaska,2,730810,20,2.74,2.61,621,92.91,93.04
2012,homicide,Michigan,26,9898289,587,5.93,6.2,19673,232.68,239.24
2012,homicide,Arkansas,5,2952876,171,5.79,6.03,5149,205.1,211.74
2012,homicide,Mississippi,28,2984599,221,7.41,7.75,6630,256.84,267.41
2012,homicide,Missouri,29,6026027,314,5.21,5.43,10872,211.41,217.16
2012,homicide,Montana,30,1004168,13,1.3,1.33,385,45.47,46.96
2012,homicide,Kansas,20,2886024,72,2.5,2.62,2195,88.08,90.03
2012,homicide,Indiana,18,6538989,264,4.04,4.15,8368,148.1,151.15
2012,homicide,South Dakota,46,833859,--,--,--,.,.,19.62
2012,homicide,Massachusetts,25,6664269,80,1.2,1.2,2974,52.13,50.82
2012,homicide,Virginia,51,8187456,236,2.88,2.86,7503,105.3,105.56
2012,homicide,District of Colu,11,635737,58,9.12,7.59,2058,365.51,301.47
2012,homicide,Iowa,19,3076844,34,1.11,1.14,1096,42.04,42.74
2012,homicide,Arizona,4,6556344,267,4.07,4.17,8165,146.16,146.04
2011,homicide,West Virginia,54,1856606,67,3.61,3.76,1844,118.55,127.18
2011,homicide,Florida,12,19055607,840,4.41,4.66,26722,170.25,174.55
2011,homicide,Illinois,17,12867783,627,4.87,4.89,23045,205.28,205.85
2011,homicide,Minnesota,27,5346620,66,1.23,1.25,2208,47.51,49.1
2011,homicide,Maryland,24,5840241,296,5.07,5.13,10508,205.62,209.7
2011,homicide,Rhode Island,44,1053829,12,1.14,1.13,477,53,51.01
2011,homicide,Idaho,16,1584272,18,1.14,1.16,696,50.34,49.73
2011,homicide,New Hampshire,33,1320444,15,1.14,1.18,475,41.81,44.12
2011,homicide,North Carolina,37,9658913,382,3.96,4.01,12325,147.07,150.14
2011,homicide,Vermont,50,627197,--,--,--,.,.,43.27
2011,homicide,Connecticut,9,3588632,96,2.68,2.9,3443,112.1,119.66
2011,homicide,Delaware,10,907590,31,3.42,3.48,958,123.8,126.09
2011,homicide,New Mexico,35,2080707,81,3.89,4.09,2542,141.3,148.5
2011,homicide,California,6,37636311,1397,3.71,3.59,47726,143.56,139.55
2011,homicide,New Jersey,34,8828552,297,3.36,3.58,10518,138.06,146.48
2011,homicide,Wisconsin,55,5705840,89,1.56,1.66,2988,60.8,63.88
2011,homicide,Oregon,41,3872672,68,1.76,1.77,1883,56.69,58.89
2011,homicide,Nebraska,31,1840914,41,2.23,2.35,1398,87.84,91.17
2011,homicide,Pennsylvania,42,12747052,524,4.11,4.3,18399,170.86,174.2
2011,homicide,Washington,53,6827479,114,1.67,1.69,3457,57.92,59.29
2011,homicide,Louisiana,22,4576244,433,9.46,9.42,14833,370.42,366.03
2011,homicide,Georgia,13,9803630,453,4.62,4.63,14237,163.12,165.82
2011,homicide,Alabama,1,4799642,293,6.11,6.22,9118,220.9,225.81
2011,homicide,Utah,49,2814797,37,1.31,1.44,1075,42.05,44.18
2011,homicide,Ohio,39,11545735,473,4.1,4.27,15447,156.01,162.76
2011,homicide,Texas,48,25645504,837,3.26,3.22,26816,116.88,116.59
2011,homicide,Colorado,8,5121900,113,2.21,2.2,3701,81.4,82.04
2011,homicide,South Carolina,45,4672655,260,5.56,5.65,8156,203.19,206.69
2011,homicide,Oklahoma,40,3788824,168,4.43,4.48,5046,154.17,155.71
2011,homicide,Tennessee,47,6400298,316,4.94,5.06,9738,176.32,182.79
2011,homicide,Wyoming,56,567491,12,2.12,2.17,471,95.11,99.81
2011,homicide,Hawaii,15,1379562,--,--,--,.,.,15.74
2011,homicide,North Dakota,38,685526,--,--,--,.,.,42.01
2011,homicide,Kentucky,21,4370817,142,3.25,3.27,3970,105.01,108.33
2011,homicide,Maine,23,1328473,21,1.58,1.73,605,54.38,60.57
2011,homicide,New York,36,19499921,480,2.46,2.45,16742,99.49,97.67
2011,homicide,Nevada,32,2713114,96,3.54,3.65,3186,134.22,138.66
2011,homicide,Alaska,2,722349,20,2.77,2.58,568,85.53,87.33
2011,homicide,Michigan,26,9883053,521,5.27,5.59,17250,203.07,213.25
2011,homicide,Arkansas,5,2941038,149,5.07,5.33,4772,189.86,195.13
2011,homicide,Mississippi,28,2979147,224,7.52,7.78,7133,275.35,282.41
2011,homicide,Missouri,29,6011182,308,5.12,5.25,9840,190.76,195.16
2011,homicide,Montana,30,997518,11,1.1,1.16,325,38.37,39.93
2011,homicide,Kansas,20,2869677,87,3.03,3.11,2811,112.96,114.75
2011,homicide,Indiana,18,6517250,212,3.25,3.32,6797,120.08,122.74
2011,homicide,South Dakota,46,823740,10,1.21,1.22,354,50.14,48.66
2011,homicide,Massachusetts,25,6614218,135,2.04,2.04,4718,82.89,81.74
2011,homicide,Virginia,51,8102437,246,3.04,3.04,7809,110.11,111.28
2011,homicide,District of Colu,11,620290,79,12.74,10.51,2936,533.7,438.95
2011,homicide,Iowa,19,3066772,32,1.04,1.07,841,32.22,33.4
2011,homicide,Arizona,4,6473416,271,4.19,4.27,8253,148.6,149.25
2010,homicide,West Virginia,54,1853008,51,2.75,2.94,1366,87.81,95.32
2010,homicide,Florida,12,18804589,784,4.17,4.4,25043,161.1,166.2
2010,homicide,Illinois,17,12831572,587,4.58,4.57,21784,194.12,193.82
2010,homicide,Minnesota,27,5303933,75,1.41,1.42,2494,53.97,54.63
2010,homicide,Maryland,24,5773787,312,5.4,5.52,10933,215.81,221.75
2010,homicide,Rhode Island,44,1052970,17,1.61,1.6,625,69.37,67.3
2010,homicide,Idaho,16,1567658,12,0.77,0.82,360,26.22,26.99
2010,homicide,New Hampshire,33,1316457,10,0.76,0.75,260,22.84,24.12
2010,homicide,North Carolina,37,9535762,376,3.94,3.98,11834,142.55,144.7
2010,homicide,Vermont,50,625727,--,--,--,.,.,7.11
2010,homicide,Connecticut,9,3574151,98,2.74,2.91,3291,107.28,114.5
2010,homicide,Delaware,10,897947,45,5.01,5.12,1595,207.5,209.08
2010,homicide,New Mexico,35,2059199,90,4.37,4.69,2839,158.87,168.34
2010,homicide,California,6,37254522,1405,3.77,3.64,49805,150.89,146.37
2010,homicide,New Jersey,34,8791959,264,3,3.2,9645,126.81,135.03
2010,homicide,Wisconsin,55,5687285,115,2.02,2.07,3820,77.81,79.92
2010,homicide,Oregon,41,3831083,73,1.91,1.9,2030,61.56,63.37
2010,homicide,Nebraska,31,1826311,41,2.25,2.32,1512,95.72,96.8
2010,homicide,Pennsylvania,42,12702891,508,4,4.19,17489,162.79,166.87
2010,homicide,Washington,53,6724540,129,1.92,1.94,4192,71.09,72.69
2010,homicide,Louisiana,22,4533500,433,9.55,9.59,14738,370.71,369.5
2010,homicide,Georgia,13,9688737,450,4.65,4.59,14831,171.33,172.64
2010,homicide,Alabama,1,4780118,284,5.94,5.99,8730,211.78,215.79
2010,homicide,Utah,49,2763891,33,1.19,1.28,894,35.55,36.4
2010,homicide,Ohio,39,11536763,406,3.52,3.71,13631,137.48,144.18
2010,homicide,Texas,48,25146072,933,3.71,3.66,29584,131.23,130.17
2010,homicide,Colorado,8,5029319,114,2.27,2.24,3363,75.07,76.68
2010,homicide,South Carolina,45,4625358,235,5.08,5.21,7685,192.44,196.34
2010,homicide,Oklahoma,40,3751582,134,3.57,3.59,4639,142.97,142.78
2010,homicide,Tennessee,47,6346281,299,4.71,4.75,8811,160.41,165.79
2010,homicide,Wyoming,56,563775,--,--,--,.,.,39.16
2010,homicide,Hawaii,15,1360304,--,--,--,.,.,21.57
2010,homicide,North Dakota,38,672575,--,--,--,.,.,38.88
2010,homicide,Kentucky,21,4339330,129,2.97,3.05,3554,94.49,99.1
2010,homicide,Maine,23,1328354,17,1.28,1.32,443,39.65,42.16
2010,homicide,New York,36,19378117,535,2.76,2.73,19245,114.83,112.7
2010,homicide,Nevada,32,2700683,100,3.7,3.73,2938,123.64,126.03
2010,homicide,Alaska,2,710246,31,4.37,4.29,1018,155.35,158.16
2010,homicide,Michigan,26,9884112,451,4.56,4.85,15061,176.72,186.1
2010,homicide,Arkansas,5,2916029,133,4.56,4.76,3736,149.68,157.42
2010,homicide,Mississippi,28,2968129,206,6.94,7.13,6559,253.47,260.09
2010,homicide,Missouri,29,5988941,341,5.69,5.83,11501,223.29,226.49
2010,homicide,Montana,30,989400,18,1.82,1.95,420,49.84,56.56
2010,homicide,Kansas,20,2853120,76,2.66,2.71,2432,98.18,99.64
2010,homicide,Indiana,18,6484050,228,3.52,3.59,7450,132.03,134.98
2010,homicide,South Dakota,46,814198,--,--,--,.,.,16.81
2010,homicide,Massachusetts,25,6547788,129,1.97,1.98,4898,86.77,85.93
2010,homicide,Virginia,51,8001046,282,3.53,3.49,8996,128.07,128.02
2010,homicide,District of Colu,11,601767,84,13.96,12.14,3140,589.17,515.26
2010,homicide,Iowa,19,3046877,34,1.12,1.15,1008,38.86,39.14
2010,homicide,Arizona,4,6392292,283,4.43,4.55,8930,162.06,164.41
2009,homicide,West Virginia,54,1847775,57,3.09,3.25,1538,99.05,106.75
2009,homicide,Florida,12,18652644,822,4.41,4.66,26806,173.54,178.51
2009,homicide,Illinois,17,12796778,638,4.99,4.98,23127,206.4,205.72
2009,homicide,Minnesota,27,5281203,50,0.95,0.96,1550,33.63,34.46
2009,homicide,Maryland,24,5730388,330,5.76,5.86,11182,222.07,229.17
2009,homicide,Rhode Island,44,1053646,14,1.33,1.31,582,64.49,61.12
2009,homicide,Idaho,16,1554439,14,0.9,0.89,442,32.39,32.32
2009,homicide,New Hampshire,33,1316102,--,--,--,.,.,7.95
2009,homicide,North Carolina,37,9449566,408,4.32,4.37,12796,155.24,158.16
2009,homicide,Vermont,50,624817,--,--,--,.,.,8.47
2009,homicide,Connecticut,9,3561807,78,2.19,2.37,2748,89.76,96.38
2009,homicide,Delaware,10,891730,38,4.26,4.44,1413,184.71,187.96
2009,homicide,New Mexico,35,2036802,96,4.71,4.85,3099,175.03,180.28
2009,homicide,California,6,36961229,1525,4.13,3.97,54486,166.13,160.87
2009,homicide,New Jersey,34,8755602,232,2.65,2.78,8269,109.06,115.13
2009,homicide,Wisconsin,55,5669264,107,1.89,1.96,3467,70.74,73.18
2009,homicide,Oregon,41,3808600,62,1.63,1.53,1565,47.63,48.18
2009,homicide,Nebraska,31,1812683,32,1.77,1.84,1010,64.39,66.02
2009,homicide,Pennsylvania,42,12666858,498,3.93,4.16,16974,158.34,163.95
2009,homicide,Washington,53,6667426,140,2.1,2.09,4365,74.48,75.79
2009,homicide,Louisiana,22,4491648,452,10.06,10.12,15442,391.68,390.55
2009,homicide,Georgia,13,9620846,466,4.84,4.79,14505,168.38,169.04
2009,homicide,Alabama,1,4757938,318,6.68,6.86,9504,231.3,237.54
2009,homicide,Utah,49,2723421,37,1.36,1.42,1079,43.51,43.59
2009,homicide,Ohio,39,11528896,376,3.26,3.4,12415,125.14,131.05
2009,homicide,Texas,48,24801761,1029,4.15,4.08,33267,149.45,148.09
2009,homicide,Colorado,8,4972195,115,2.31,2.32,3537,79.7,81.39
2009,homicide,South Carolina,45,4589872,237,5.16,5.29,7932,199.65,203.06
2009,homicide,Oklahoma,40,3717572,151,4.06,4.15,4878,151.59,153.43
2009,homicide,Tennessee,47,6306019,348,5.52,5.57,10670,195.11,200.42
2009,homicide,Wyoming,56,559851,10,1.79,1.87,305,62.09,63.39
2009,homicide,Hawaii,15,1346717,11,0.82,0.8,244,21.1,21.43
2009,homicide,North Dakota,38,664968,--,--,--,.,.,29.22
2009,homicide,Kentucky,21,4317074,136,3.15,3.17,4062,108.42,111.24
2009,homicide,Maine,23,1329590,16,1.2,1.11,393,35.03,34.15
2009,homicide,New York,36,19307066,522,2.7,2.67,18291,109.43,107.21
2009,homicide,Nevada,32,2684665,101,3.76,3.81,3073,129.69,133.09
2009,homicide,Alaska,2,698895,19,2.72,2.98,588,91.02,94.11
2009,homicide,Michigan,26,9901591,502,5.07,5.31,16694,195.07,203.04
2009,homicide,Arkansas,5,2896843,159,5.49,5.7,4945,199.21,203.88
2009,homicide,Mississippi,28,2958774,199,6.73,6.82,6141,237.76,241.62
2009,homicide,Missouri,29,5961088,324,5.44,5.6,11509,224.17,227.98
2009,homicide,Montana,30,983982,22,2.24,2.48,541,64.4,71.76
2009,homicide,Kansas,20,2832704,95,3.35,3.47,3297,133.99,137.01
2009,homicide,Indiana,18,6459325,249,3.86,3.98,7975,141.69,146.33
2009,homicide,South Dakota,46,807067,10,1.24,1.28,357,51.61,51.63
2009,homicide,Massachusetts,25,6517613,114,1.75,1.76,4155,73.85,73.05
2009,homicide,Virginia,51,7925937,288,3.63,3.63,9547,136.99,138.28
2009,homicide,District of Colu,11,592228,106,17.9,15.27,3964,755.87,643.36
2009,homicide,Iowa,19,3032870,21,0.69,0.74,540,20.91,23.13
2009,homicide,Arizona,4,6343154,234,3.69,3.8,7547,137.65,139.11
2008,homicide,West Virginia,54,1840310,40,2.17,2.35,1173,75.76,82
2008,homicide,Florida,12,18527305,904,4.88,5.16,30501,198.16,202.87
2008,homicide,Illinois,17,12747038,641,5.03,4.98,23506,210.3,208.74
2008,homicide,Minnesota,27,5247018,72,1.37,1.37,2518,54.88,55.42
2008,homicide,Maryland,24,5684965,399,7.02,7.07,14338,286.38,291.76
2008,homicide,Rhode Island,44,1055003,20,1.9,1.9,683,75.44,74.4
2008,homicide,Idaho,16,1534320,19,1.24,1.27,571,42.26,42.98
2008,homicide,New Hampshire,33,1315906,--,--,--,.,.,14.87
2008,homicide,North Carolina,37,9309449,470,5.05,5.08,14977,184.02,186.78
2008,homicide,Vermont,50,624151,--,--,--,.,.,35.35
2008,homicide,Connecticut,9,3545579,88,2.48,2.66,3212,105.21,112.45
2008,homicide,Delaware,10,883874,54,6.11,6.29,1849,243.24,247.99
2008,homicide,New Mexico,35,2010662,92,4.58,4.78,3002,171.32,178.08
2008,homicide,California,6,36604337,1639,4.48,4.31,58027,178.28,172.38
2008,homicide,New Jersey,34,8711090,245,2.81,2.96,8896,117.78,124.58
2008,homicide,Wisconsin,55,5640996,89,1.58,1.64,2935,60.08,62.06
2008,homicide,Oregon,41,3768748,55,1.46,1.45,1689,51.8,52.26
2008,homicide,Nebraska,31,1796378,50,2.78,2.79,1751,112.56,111.72
2008,homicide,Pennsylvania,42,12612285,537,4.26,4.51,18540,173.55,179.22
2008,homicide,Washington,53,6562231,136,2.07,2.07,4637,80.16,81.61
2008,homicide,Louisiana,22,4435586,430,9.69,9.6,14960,383.81,376.9
2008,homicide,Georgia,13,9504843,525,5.52,5.49,17118,200.62,201.11
2008,homicide,Alabama,1,4718206,350,7.42,7.61,11334,277.71,284.31
2008,homicide,Utah,49,2663029,31,1.16,1.29,960,39.54,41.93
2008,homicide,Ohio,39,11515391,410,3.56,3.75,13854,139.57,145.67
2008,homicide,Texas,48,24309039,1030,4.24,4.14,34112,156.15,153.94
2008,homicide,Colorado,8,4889730,113,2.31,2.26,3592,82.09,82.64
2008,homicide,South Carolina,45,4528996,253,5.59,5.61,7995,203.33,205.19
2008,homicide,Oklahoma,40,3668976,152,4.14,4.34,4953,155.82,160.97
2008,homicide,Tennessee,47,6247411,340,5.44,5.54,10647,196.06,201.72
2008,homicide,Wyoming,56,546043,--,--,--,.,.,18.7
2008,homicide,Hawaii,15,1332213,12,0.9,0.96,363,31.63,33.5
2008,homicide,North Dakota,38,657569,--,--,--,.,.,7.09
2008,homicide,Kentucky,21,4289878,160,3.73,3.84,4797,128.63,134.28
2008,homicide,Maine,23,1330509,15,1.13,1.2,407,36.11,39.18
2008,homicide,New York,36,19212436,516,2.69,2.68,18257,109.63,108.28
2008,homicide,Nevada,32,2653630,104,3.92,3.89,3377,143.66,146.12
2008,homicide,Alaska,2,687280,18,2.62,2.67,504,79.13,84.75
2008,homicide,Michigan,26,9946889,494,4.97,5.19,16844,195.27,203.44
2008,homicide,Arkansas,5,2874554,145,5.04,5.39,4359,176.69,185.86
2008,homicide,Mississippi,28,2947806,252,8.55,8.59,8136,315.66,316.76
2008,homicide,Missouri,29,5923916,365,6.16,6.31,11899,232.79,236.5
2008,homicide,Montana,30,976415,18,1.84,1.93,557,66.62,70.33
2008,homicide,Kansas,20,2808076,79,2.81,2.82,2685,110.01,109.78
2008,homicide,Indiana,18,6424806,242,3.77,3.87,8581,153.04,156.19
2008,homicide,South Dakota,46,799124,10,1.25,1.31,267,38.96,39.75
2008,homicide,Massachusetts,25,6468967,104,1.61,1.59,3929,70.26,68.98
2008,homicide,Virginia,51,7833496,262,3.35,3.3,8878,128.61,128.62
2008,homicide,District of Colu,11,580236,125,21.54,18.08,4592,894.34,741.77
2008,homicide,Iowa,19,3016734,36,1.19,1.26,1201,46.73,48.17
2008,homicide,Arizona,4,6280362,342,5.45,5.51,11173,205.08,205.43
2007,homicide,West Virginia,54,1834052,47,2.56,2.73,1444,93.37,98.82
2007,homicide,Florida,12,18367842,955,5.2,5.47,31406,205.07,209.88
2007,homicide,Illinois,17,12695866,582,4.58,4.52,21883,196.2,194.06
2007,homicide,Minnesota,27,5207203,75,1.44,1.43,2515,55.09,55.68
2007,homicide,Maryland,24,5653408,439,7.77,7.89,16253,325.39,333.64
2007,homicide,Rhode Island,44,1057315,13,1.23,1.23,460,50.58,49.02
2007,homicide,Idaho,16,1505105,33,2.19,2.26,919,69.16,71.85
2007,homicide,New Hampshire,33,1312540,--,--,--,.,.,15.08
2007,homicide,North Carolina,37,9118037,463,5.08,5.13,15257,190.98,194.93
2007,homicide,Vermont,50,623481,--,--,--,.,.,61.27
2007,homicide,Connecticut,9,3527270,67,1.9,1.99,2230,73.22,77.55
2007,homicide,Delaware,10,871749,31,3.56,3.66,1096,145.64,147.38
2007,homicide,New Mexico,35,1990070,86,4.32,4.47,2807,161.39,166.45
2007,homicide,California,6,36250311,1779,4.91,4.71,64257,198.92,192.24
2007,homicide,New Jersey,34,8677885,278,3.2,3.39,10150,134.57,143.37
2007,homicide,Wisconsin,55,5610775,138,2.46,2.46,5035,103.39,103.79
2007,homicide,Oregon,41,3722417,49,1.32,1.32,1410,43.67,44.19
2007,homicide,Nebraska,31,1783440,46,2.58,2.66,1540,99.63,101.85
2007,homicide,Pennsylvania,42,12563937,570,4.54,4.77,19642,184.27,189.6
2007,homicide,Washington,53,6461587,130,2.01,2.01,4164,72.94,74.14
2007,homicide,Louisiana,22,4375581,491,11.22,11.19,16577,430.51,427.34
2007,homicide,Georgia,13,9349988,567,6.06,5.94,18924,224.88,224.93
2007,homicide,Alabama,1,4672840,379,8.11,8.27,12391,305.89,311.05
2007,homicide,Utah,49,2597746,52,2,1.93,1734,73.14,69.41
2007,homicide,Ohio,39,11500468,423,3.68,3.83,14415,145.03,149.73
2007,homicide,Texas,48,23831983,1053,4.42,4.33,35292,164.58,162.46
2007,homicide,Colorado,8,4803868,97,2.02,1.96,3086,71.62,71.25
2007,homicide,South Carolina,45,4444110,260,5.85,5.81,8653,223.56,223.34
2007,homicide,Oklahoma,40,3634349,156,4.29,4.29,4928,156.3,155.8
2007,homicide,Tennessee,47,6175727,345,5.59,5.65,11134,206.84,210.66
2007,homicide,Wyoming,56,534876,--,--,--,.,.,68.63
2007,homicide,Hawaii,15,1315675,--,--,--,.,.,22.05
2007,homicide,North Dakota,38,652822,--,--,--,.,.,9.37
2007,homicide,Kentucky,21,4256672,153,3.59,3.56,4448,119.94,121.27
2007,homicide,Maine,23,1327040,16,1.21,1.27,432,38.26,42.24
2007,homicide,New York,36,19132335,532,2.78,2.78,18867,113.56,112.43
2007,homicide,Nevada,32,2601072,135,5.19,5.16,4797,207.63,211.53
2007,homicide,Alaska,2,680123,25,3.68,3.51,803,126.94,129.64
2007,homicide,Michigan,26,10001284,517,5.17,5.41,17814,204.52,213.85
2007,homicide,Arkansas,5,2848650,156,5.48,5.73,5063,206.67,213.34
2007,homicide,Mississippi,28,2928350,219,7.48,7.56,6996,272.71,274.14
2007,homicide,Missouri,29,5887612,271,4.6,4.73,9160,179.92,183.31
2007,homicide,Montana,30,964706,17,1.76,1.71,531,64.08,63.26
2007,homicide,Kansas,20,2783785,75,2.69,2.7,2774,114.57,113.66
2007,homicide,Indiana,18,6379599,256,4.01,4.07,8555,153.32,155.3
2007,homicide,South Dakota,46,791623,--,--,--,.,.,23.58
2007,homicide,Massachusetts,25,6431559,118,1.84,1.83,4426,79.44,78.74
2007,homicide,Virginia,51,7751000,321,4.14,4.04,10578,154.41,153.48
2007,homicide,District of Colu,11,574404,132,22.98,19.61,4928,969.75,823.74
2007,homicide,Iowa,19,2999212,21,0.7,0.75,601,23.5,25.04
2007,homicide,Arizona,4,6167681,364,5.9,5.95,12594,234.76,233.29
2006,homicide,West Virginia,54,1827912,59,3.23,3.32,1585,102.67,109.14
2006,homicide,Florida,12,18166990,820,4.51,4.71,26921,177.55,181.34
2006,homicide,Illinois,17,12643955,629,4.98,4.89,23233,208.92,206.16
